"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","term_type"
"11","GO:0006813","potassium ion transport","29/828","240/18860",0.120833333333333,2.75231481481481,5.8543740151571,8.04403660365797e-07,0.000328095702391778,0.000303932195418428,"KCNG4/SLC9A4/KCNJ11/LRRC26/ATP1B2/KCNQ1/NALCN/KCNIP4/SLC9A7/LRRC52/KCNJ8/SLC9A3/NEDD4L/KCNJ13/KCNJ10/KCNE4/ABCC8/KCNJ12/KCNIP3/KCNMB2/KCNJ18/KCNJ15/HPN/FXYD4/KCNE2/KCNK2/KCNJ16/ATP4A/ATP4B",29,"BP"
"12","GO:0071276","cellular response to cadmium ion","9/828","26/18860",0.346153846153846,7.88461538461538,7.52744555928663,9.23612847789759e-07,0.000328095702391778,0.000303932195418428,"MT3/MT2A/MT1E/MT1H/MT1B/MT1X/MT1M/MT1G/MT1F",9,"BP"
"13","GO:0071280","cellular response to copper ion","9/828","26/18860",0.346153846153846,7.88461538461538,7.52744555928663,9.23612847789759e-07,0.000328095702391778,0.000303932195418428,"MT3/MT2A/MT1E/MT1H/MT1B/MT1X/MT1M/MT1G/MT1F",9,"BP"
"14","GO:0006575","modified amino acid metabolic process","25/828","191/18860",0.130890052356021,2.98138452588714,5.8976293114993,1.04929886504463e-06,0.000346118725626866,0.000320627863724917,"PLA1A/GSTM3/GSTA4/ALDH1L2/PLOD2/SARDH/DUOXA1/SLC16A10/GSTT2B/GGT7/GSTM2/GSTT2/ALDH1L1/DUOX1/GNMT/ACADL/SLC1A2/FOLR1/HPN/SLC26A7/GSTA3/SULT2A1/CKB/CKMT2/CKM",25,"BP"
"15","GO:0010043","response to zinc ion","12/828","53/18860",0.226415094339623,5.15723270440252,6.49434052873309,2.39760737460045e-06,0.000667417630570619,0.000618263830466366,"ALAD/MT3/MT2A/MT1E/GABRB3/MT1H/ABCC8/MT1B/MT1X/MT1M/MT1G/MT1F",12,"BP"
"16","GO:0042886","amide transport","35/828","338/18860",0.103550295857988,2.3586456278764,5.40098728750398,2.4012527289371e-06,0.000667417630570619,0.000618263830466366,"ABCA2/PLA2G6/KCNJ11/ACVR2B/EDN1/F2/SIRT4/PTPRN/SIDT2/FOLR3/PLTP/ABCC5/PRKD1/FFAR3/OXCT1/SLC16A10/TFAP2B/GNAI1/SLC13A3/SLC25A47/CHGA/ABCC8/GNAZ/RAPGEF4/PDE8B/SLC14A2/CHRM3/CWH43/MYRIP/CELA2A/FOLR1/FGA/FGB/GHRL/FGG",35,"BP"
"17","GO:0009410","response to xenobiotic stimulus","42/828","443/18860",0.0948081264108352,2.15951843491347,5.29203400458533,2.4569293459724e-06,0.000667417630570619,0.000618263830466366,"ABCA2/RORA/HDAC5/KCNJ11/GSTM3/ALDH3A1/GATA6/RORC/EDN1/ALAD/GSTA4/KCNQ1/PON3/KCNJ8/FMO2/ABCC5/GABRB3/NFATC2/OXCT1/TFAP2B/SLC29A1/IGFBP2/SLC22A12/PTPRM/ABCC8/GSTM2/SLC10A1/SLC6A2/PRKAA2/VAV3/ADA/FUT1/ACSM2B/CA9/CYP2C8/SLC1A2/SCNN1B/FABP3/GSTA3/SULT2A1/KCNE2/ATP4A",42,"BP"
"18","GO:0006814","sodium ion transport","29/828","255/18860",0.113725490196078,2.59041394335512,5.47921039228915,2.77975901792596e-06,0.000713162619154561,0.000660639804026381,"SLC9A4/KLHL3/DMD/EDN1/SLC6A5/SCN2A/ADRB2/ATP1B2/KCNQ1/SLC5A7/NALCN/SLC9A7/PON3/SLC9A3/NEDD4L/SLC8A2/SLC13A3/SGK1/GUCA2B/SLC10A1/SLC6A2/SLC5A2/SLC41A1/SCNN1G/FGF13/SCNN1B/FXYD4/ATP4A/ATP4B",29,"BP"
"19","GO:0098739","import across plasma membrane","26/828","218/18860",0.119266055045872,2.71661569826707,5.46270343935068,3.76706633207216e-06,0.000915595385342591,0.000848163854489821,"SLC9A4/KCNJ11/SLC6A5/ATP1B2/TRPV6/KCNQ1/SLC9A7/KCNJ8/SLC9A3/NEDD4L/KCNJ13/KCNJ10/PPP3CC/SLC8A2/ABCC8/SLC5A2/KCNJ12/SCNN1G/KCNJ18/KCNJ15/SLC1A2/SCNN1B/KCNE2/KCNJ16/ATP4A/ATP4B",26,"BP"
"20","GO:0046686","response to cadmium ion","11/828","48/18860",0.229166666666667,5.21990740740741,6.27275903705915,5.56313691163858e-06,0.00127221270894494,0.00117851711817653,"ALAD/MT3/MT2A/MT1E/KIT/MT1H/MT1B/MT1X/MT1M/MT1G/MT1F",11,"BP"
"21","GO:0042391","regulation of membrane potential","43/828","474/18860",0.0907172995780591,2.06633849038912,5.03840620287282,5.78528949498567e-06,0.00127221270894494,0.00117851711817653,"KCNG4/NNT/KCNJ11/CRTC1/RYR2/DMD/EDN1/RIMS3/SCN2A/HTR3E/GABRB2/ADRB2/ATP1B2/GABRA3/KCNQ1/NALCN/SLC25A36/KCNJ8/CUX2/NEDD4L/TMEM161B/KCNJ10/GABRB3/SLC8A2/SLC29A1/KCNE4/CLDN19/ABCC8/RGS7/BNIP3/CNIH3/FGF13/GRIA3/KCNMB2/RIMS4/POPDC3/GABRG2/CELF4/GRIA4/ALB/KCNE2/GHRL/KCNK2",43,"BP"
"22","GO:0006882","intracellular zinc ion homeostasis","9/828","35/18860",0.257142857142857,5.85714285714286,6.16311052392161,1.46202568974073e-05,0.00306892483419213,0.00284290545603174,"MT3/MT2A/MT1E/MT1H/MT1B/MT1X/MT1M/MT1G/MT1F",9,"BP"
"23","GO:0060047","heart contraction","28/828","265/18860",0.105660377358491,2.40670859538784,4.94175870601712,1.65713886907222e-05,0.00332724665103284,0.0030822024548785,"RYR2/GATA6/DMD/EDN1/ADRA1B/SCN2A/ATP1B2/KCNQ1/CHRM2/KCNJ8/S100A1/NEDD4L/TMEM161B/ADM/SLC8A2/KCNE4/CHGA/GSTM2/SMAD5/HSPB7/IRX3/VEGFB/ADA/MYBPC3/KCNJ12/FGF13/RNLS/KCNE2",28,"BP"
"24","GO:0003018","vascular process in circulatory system","29/828","283/18860",0.102473498233216,2.33411857086769,4.84565406267421,2.10320694221346e-05,0.00404692069130907,0.00374887412857697,"ABCA2/PLVAP/EDN1/SCPEP1/ADRA1B/ADRB2/ATP1B2/KCNJ8/S100A1/ABCC5/ADM/ATP8A1/SLC8A2/SLC13A3/PTP4A3/SLC29A1/ABCC8/CBS/KCNMB2/SLC1A2/SCNN1B/LEPR/SLC16A7/SLC2A4/FGA/FGB/SH3GL2/FGG/DRD5",29,"BP"
"25","GO:0046879","hormone secretion","32/828","331/18860",0.0966767371601208,2.20208123531386,4.72796631093432,2.59846006471291e-05,0.00479987543153769,0.00444637545389191,"PLA2G6/KCNJ11/ACVR2B/EDN1/F2/SIRT4/SLC18A2/TRPV6/PTPRN/KCNQ1/SIDT2/PRKD1/FFAR3/OXCT1/SLC16A10/TFAP2B/GNAI1/C1QTNF3/CHGA/ABCC8/GNAZ/RAPGEF4/FZD4/PDE8B/CHRM3/MYRIP/CCKAR/CELA2A/FGA/FGB/GHRL/FGG",32,"BP"
"26","GO:0003015","heart process","28/828","275/18860",0.101818181818182,2.31919191919192,4.72221325421239,3.25990625799528e-05,0.00579009503823932,0.00536366762449103,"RYR2/GATA6/DMD/EDN1/ADRA1B/SCN2A/ATP1B2/KCNQ1/CHRM2/KCNJ8/S100A1/NEDD4L/TMEM161B/ADM/SLC8A2/KCNE4/CHGA/GSTM2/SMAD5/HSPB7/IRX3/VEGFB/ADA/MYBPC3/KCNJ12/FGF13/RNLS/KCNE2",28,"BP"
"27","GO:0015833","peptide transport","29/828","292/18860",0.0993150684931507,2.26217656012177,4.6578073507177,3.7581188182083e-05,0.00642777507499479,0.00595438396771873,"PLA2G6/KCNJ11/ACVR2B/EDN1/F2/SIRT4/PTPRN/SIDT2/ABCC5/PRKD1/FFAR3/OXCT1/SLC16A10/TFAP2B/GNAI1/SLC13A3/CHGA/ABCC8/GNAZ/RAPGEF4/PDE8B/CHRM3/CWH43/MYRIP/CELA2A/FGA/FGB/GHRL/FGG",29,"BP"
"28","GO:1903522","regulation of blood circulation","28/828","279/18860",0.100358422939068,2.28594185583433,4.63704639942069,4.22379640062824e-05,0.00696624706360758,0.00645319871133578,"RYR2/DMD/EDN1/ADRA1B/ATP1B2/KCNQ1/CHRM2/KCNJ8/S100A1/TMEM161B/ADM/SLC8A2/KCNE4/CHGA/GSTM2/HSPB7/IRX3/ADA/MYBPC3/KCNJ12/FGF13/KCNMB2/RNLS/FGA/FGB/KCNE2/GHRL/FGG",28,"BP"
"29","GO:0046688","response to copper ion","9/828","40/18860",0.225,5.125,5.59624459967688,4.64881418792839e-05,0.0072800553114096,0.00674389569090484,"MT3/MT2A/MT1E/MT1H/MT1B/MT1X/MT1M/MT1G/MT1F",9,"BP"
"30","GO:0002790","peptide secretion","27/828","266/18860",0.101503759398496,2.31203007518797,4.61796614409022,4.72935598402529e-05,0.0072800553114096,0.00674389569090484,"PLA2G6/KCNJ11/ACVR2B/EDN1/F2/SIRT4/PTPRN/SIDT2/PRKD1/FFAR3/OXCT1/SLC16A10/TFAP2B/GNAI1/CHGA/ABCC8/GNAZ/RAPGEF4/PDE8B/CHRM3/CWH43/MYRIP/CELA2A/FGA/FGB/GHRL/FGG",27,"BP"
"31","GO:0009914","hormone transport","32/828","343/18860",0.0932944606413994,2.12504049238743,4.50590934517088,5.20628259169321e-05,0.00775568161562557,0.00718449319274744,"PLA2G6/KCNJ11/ACVR2B/EDN1/F2/SIRT4/SLC18A2/TRPV6/PTPRN/KCNQ1/SIDT2/PRKD1/FFAR3/OXCT1/SLC16A10/TFAP2B/GNAI1/C1QTNF3/CHGA/ABCC8/GNAZ/RAPGEF4/FZD4/PDE8B/CHRM3/MYRIP/CCKAR/CELA2A/FGA/FGB/GHRL/FGG",32,"BP"
"32","GO:0007416","synapse assembly","28/828","284/18860",0.0985915492957746,2.24569640062598,4.53260452174648,5.7872115382346e-05,0.00833288400973332,0.00771918593502683,"CRTAC1/LRRN1/NTN1/DKK1/GABRB2/EPHB3/RAB17/GABRA3/FLRT3/KCNJ8/CUX2/ZDHHC2/GABRB3/SLITRK4/PTPRS/SYNDIG1/SIX4/ERBB4/PTPN13/CYFIP2/SIX1/LINGO4/FGF13/GABRG2/LINGO2/CDH2/DNER/GHRL",28,"BP"
"33","GO:0009636","response to toxic substance","27/828","270/18860",0.1,2.27777777777778,4.53158434093038,6.11967003816066e-05,0.00833288400973332,0.00771918593502683,"NNT/SOD3/GSTM3/EDN1/ALAD/MT3/GPX3/SLC18A2/MT2A/PON3/ABCC5/ALDH1A1/MT1E/MT1H/MT1B/PTPN13/GSTM2/NEFL/MT1X/NUPR1/MT1M/MT1G/MT1F/DUOX1/RDH12/DHRS2/ALB",27,"BP"
"34","GO:0042692","muscle cell differentiation","38/828","441/18860",0.0861678004535147,1.96271101033006,4.38363876579122,6.13508134107694e-05,0.00833288400973332,0.00771918593502683,"RORA/HDAC5/MYEF2/GATA6/DMD/NID1/EDN1/LAMB2/EFEMP2/DKK1/SORBS2/ALPK3/PDCD4/SYNE1/KCNJ8/OBSL1/PRKD1/NFATC2/ADM/LMOD2/CSRP2/SIX4/SYPL2/NEBL/KIT/CACNA2D2/IGFBP5/IRX3/SIX1/NRAP/LAMA2/MYBPC3/NPHS1/SMARCD3/RBPMS2/POPDC3/CDH2/DNER",38,"BP"
"35","GO:0030072","peptide hormone secretion","26/828","258/18860",0.10077519379845,2.29543496985357,4.48950230402009,7.31943814150357e-05,0.00965747581070385,0.00894622454347985,"PLA2G6/KCNJ11/ACVR2B/EDN1/F2/SIRT4/PTPRN/SIDT2/PRKD1/FFAR3/OXCT1/SLC16A10/TFAP2B/GNAI1/CHGA/ABCC8/GNAZ/RAPGEF4/PDE8B/CHRM3/MYRIP/CELA2A/FGA/FGB/GHRL/FGG",26,"BP"
"36","GO:0072006","nephron development","19/828","160/18860",0.11875,2.70486111111111,4.64067058842527,7.85453345861743e-05,0.0100756209755265,0.00933357426193604,"KLHL3/NID1/EDN1/VANGL2/LAMB2/ACAT1/TMEM59L/SIX4/TFAP2B/COL4A4/RET/ERBB4/WNT6/IRX3/GPC3/SIX1/PDGFD/NPHS1/IRX2",19,"BP"
"37","GO:0003012","muscle system process","40/828","485/18860",0.0824742268041237,1.87857961053837,4.20040208094256,0.000103287221654319,0.0128913618810715,0.0119419422134609,"CAMK2B/RYR2/GATA6/DMD/ATP8A2/EDN1/ADRA1B/SCN2A/PGAM2/SORBS2/ADRB2/KCNQ1/CHRM2/KCNJ8/NEDD4L/NPR3/PRKD1/LMOD2/GATA5/GNAI1/KCNE4/TPM2/KIT/CHGA/ABCC8/IGFBP5/GSTM2/SMAD5/SNTB1/VEGFB/ADA/MYBPC3/CHRM3/KCNJ12/FGF13/SCNN1B/KCNE2/GHRL/PTGER3/CKMT2",40,"BP"
"38","GO:0098754","detoxification","19/828","166/18860",0.114457831325301,2.60709504685408,4.45653207602329,0.000128838320336867,0.0156572464030434,0.0145041255913858,"NNT/SOD3/GSTM3/MT3/GPX3/MT2A/ABCC5/ALDH1A1/MT1E/MT1H/MT1B/GSTM2/MT1X/MT1M/MT1G/MT1F/DUOX1/RDH12/ALB",19,"BP"
"39","GO:0008016","regulation of heart contraction","23/828","225/18860",0.102222222222222,2.3283950617284,4.29542719366965,0.000151279696435214,0.0179130676445594,0.0165938106966993,"RYR2/DMD/EDN1/ADRA1B/ATP1B2/KCNQ1/CHRM2/KCNJ8/S100A1/TMEM161B/ADM/SLC8A2/KCNE4/CHGA/GSTM2/HSPB7/IRX3/ADA/MYBPC3/KCNJ12/FGF13/RNLS/KCNE2",23,"BP"
"40","GO:0090276","regulation of peptide hormone secretion","22/828","211/18860",0.104265402843602,2.37493417588204,4.30375865957372,0.000157089476815301,0.0181359800983265,0.0168003061520364,"PLA2G6/KCNJ11/F2/SIRT4/SIDT2/PRKD1/FFAR3/OXCT1/TFAP2B/GNAI1/CHGA/ABCC8/GNAZ/RAPGEF4/PDE8B/CHRM3/MYRIP/CELA2A/FGA/FGB/GHRL/FGG",22,"BP"
"41","GO:0034765","regulation of monoatomic ion transmembrane transport","29/828","318/18860",0.0911949685534591,2.07721872816212,4.15137261593953,0.000170685933213681,0.019225064380019,0.0178091818377509,"KCNG4/KCNJ11/RYR2/DMD/EDN1/LRRC26/F2/ATP1B2/KCNQ1/KCNIP4/LRRC52/KCNJ8/NEDD4L/KCNJ13/PRKD1/KCNJ10/PPP3CC/HEPH/GSTM2/KCNJ12/FGF13/KCNIP3/KCNJ18/KCNJ15/PLA2G1B/FXYD4/KCNE2/KCNJ16/ATP4A",29,"BP"
"42","GO:0051960","regulation of nervous system development","38/828","466/18860",0.0815450643776824,1.85741535526943,4.01604595286401,0.000192042738103855,0.0211155562991334,0.0195604432996007,"CAMK2B/ULK1/F2/LRRN1/MT3/NTN1/DKK1/ULK2/RASSF10/EPHB3/CDK18/FLRT3/ID4/NIN/ZFYVE27/CUX2/IDH2/OBSL1/DAAM2/SLITRK4/PTPRS/FERD3L/SYNDIG1/CHODL/KIT/ABCC8/PTPN13/NEFL/DBN1/FZD4/LINGO4/FGF13/PTPRZ1/WASF3/SMARCD3/ROBO3/LINGO2/GHRL",38,"BP"
"43","GO:0071248","cellular response to metal ion","20/828","186/18860",0.10752688172043,2.44922341696535,4.25623586579436,0.000203865030223471,0.0215987704516748,0.0200080698218883,"CPNE4/EDN1/ALAD/MT3/MT2A/MT1E/KCNJ10/GABRB3/NFATC2/ADCY1/MT1H/MT1B/MT1X/PRKAA2/SLC41A1/MT1M/MT1G/MT1F/BNIP3/TF",20,"BP"
"44","GO:0002791","regulation of peptide secretion","22/828","215/18860",0.102325581395349,2.33074935400517,4.20520187543896,0.000205791663030249,0.0215987704516748,0.0200080698218883,"PLA2G6/KCNJ11/F2/SIRT4/SIDT2/PRKD1/FFAR3/OXCT1/TFAP2B/GNAI1/CHGA/ABCC8/GNAZ/RAPGEF4/PDE8B/CHRM3/MYRIP/CELA2A/FGA/FGB/GHRL/FGG",22,"BP"
"45","GO:0035725","sodium ion transmembrane transport","20/828","187/18860",0.106951871657754,2.43612596553773,4.22920598755009,0.000219090162484348,0.0221804467215464,0.0205469069490927,"SLC9A4/DMD/SLC6A5/SCN2A/ATP1B2/NALCN/SLC9A7/SLC9A3/NEDD4L/SLC8A2/SLC13A3/SLC6A2/SLC5A2/SLC41A1/SCNN1G/FGF13/SCNN1B/FXYD4/ATP4A/ATP4B",20,"BP"
"46","GO:0001822","kidney development","29/828","323/18860",0.0897832817337461,2.04506363949088,4.05953998356136,0.000222625337563834,0.0221804467215464,0.0205469069490927,"KLHL3/BMPER/GLIS2/ACVR2B/NID1/EDN1/WDPCP/VANGL2/LAMB2/BCL2L11/KCNJ8/ACAT1/ZBTB16/TMEM59L/SIX4/TFAP2B/COL4A4/PTK7/RET/ERBB4/FREM2/SMAD5/WNT6/IRX3/GPC3/SIX1/PDGFD/NPHS1/IRX2",29,"BP"
"47","GO:0071466","cellular response to xenobiotic stimulus","21/828","202/18860",0.103960396039604,2.36798679867987,4.188683982661,0.000228724925308604,0.0221804467215464,0.0205469069490927,"RORA/GSTM3/ALDH3A1/RORC/EDN1/GSTA4/KCNQ1/PON3/FMO2/ABCC5/SLC29A1/GSTM2/SLC10A1/PRKAA2/ADA/FUT1/ACSM2B/CYP2C8/GSTA3/SULT2A1/KCNE2",21,"BP"
"48","GO:0090087","regulation of peptide transport","22/828","217/18860",0.101382488479263,2.30926779313876,4.15674134485612,0.000234799651132664,0.0221804467215464,0.0205469069490927,"PLA2G6/KCNJ11/F2/SIRT4/SIDT2/PRKD1/FFAR3/OXCT1/TFAP2B/GNAI1/CHGA/ABCC8/GNAZ/RAPGEF4/PDE8B/CHRM3/MYRIP/CELA2A/FGA/FGB/GHRL/FGG",22,"BP"
"49","GO:0006936","muscle contraction","32/828","372/18860",0.0860215053763441,1.95937873357228,4.00469218514844,0.00023534904490164,0.0221804467215464,0.0205469069490927,"RYR2/DMD/ATP8A2/EDN1/ADRA1B/SCN2A/PGAM2/ADRB2/KCNQ1/CHRM2/KCNJ8/NEDD4L/PRKD1/LMOD2/KCNE4/TPM2/KIT/CHGA/GSTM2/SMAD5/SNTB1/VEGFB/ADA/MYBPC3/CHRM3/KCNJ12/FGF13/SCNN1B/KCNE2/GHRL/PTGER3/CKMT2",32,"BP"
"50","GO:0008217","regulation of blood pressure","21/828","203/18860",0.103448275862069,2.35632183908046,4.16334515840598,0.000244830546667533,0.0226125492902134,0.0209471861401443,"POSTN/EDN1/SCPEP1/NPY/ADRB2/KCNQ1/KCNJ8/NPR3/FFAR3/ADM/TTR/SGK1/CHGA/KL/GUCA2B/AR/TAC4/SCNN1G/RNLS/SCNN1B/DRD5",21,"BP"
"51","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","26/828","281/18860",0.0925266903914591,2.1075523922499,4.00828710324392,0.000290026382421545,0.0260905784797202,0.0241690663403121,"PTH1R/EDN1/S1PR3/ADRA1B/ADRB2/GPR62/CHRM2/MC5R/RAMP1/PRKACB/SSTR2/FFAR3/ADM/GNAI1/ADCY1/CHGA/PTGDR2/PSAPL1/GNAZ/SCTR/RAPGEF4/HTR1E/CHRM3/APLP1/PTGER3/DRD5",26,"BP"
"52","GO:0070633","transepithelial transport","8/828","40/18860",0.2,4.55555555555556,4.82369904887974,0.000293787371361077,0.0260905784797202,0.0241690663403121,"SLC9A4/EDN1/PRKD1/CLDN19/SLC1A2/P2RY4/SCNN1B/CLCNKA",8,"BP"
"53","GO:0071772","response to BMP","20/828","192/18860",0.104166666666667,2.37268518518519,4.09661559643015,0.000311154356668033,0.0266094596128329,0.0246497330506605,"SMAD9/BMPER/GATA6/ACVR2B/DKK1/PDCD4/AMHR2/DAND5/GATA5/TFAP2B/SOSTDC1/RGMB/SMAD5/GPC3/FST/RBPMS2/GREM2/GPR155/COL2A1/GDF5",20,"BP"
"54","GO:0071773","cellular response to BMP stimulus","20/828","192/18860",0.104166666666667,2.37268518518519,4.09661559643015,0.000311154356668033,0.0266094596128329,0.0246497330506605,"SMAD9/BMPER/GATA6/ACVR2B/DKK1/PDCD4/AMHR2/DAND5/GATA5/TFAP2B/SOSTDC1/RGMB/SMAD5/GPC3/FST/RBPMS2/GREM2/GPR155/COL2A1/GDF5",20,"BP"
"55","GO:0045776","negative regulation of blood pressure","9/828","51/18860",0.176470588235294,4.01960784313725,4.6270621067881,0.000335755888816482,0.0281912853555366,0.0261150609023958,"SCPEP1/NPY/ADRB2/FFAR3/KL/GUCA2B/TAC4/RNLS/DRD5",9,"BP"
"56","GO:0043583","ear development","23/828","238/18860",0.0966386554621849,2.20121381886088,3.99620893395742,0.00034381780376029,0.0283526896029468,0.0262645780917635,"BMPER/ATP8A2/INSIG1/EDN1/WDPCP/VANGL2/NTN1/GABRB2/KCNQ1/BCL2L11/SOX2/GABRB3/SIX4/PTK7/LRIG1/FGF20/LHFPL5/FREM2/SIX1/ANKRD24/HPN/COL2A1/KCNK2",23,"BP"
"57","GO:0010975","regulation of neuron projection development","36/828","448/18860",0.0803571428571429,1.83035714285714,3.81158842195565,0.000370429480389478,0.0296445828115273,0.0274613262852561,"CAMK2B/KIF26A/DENND5A/FUT9/DMD/ULK1/ATP8A2/MT3/NTN1/DKK1/ULK2/EPHB3/RAB17/ATP1B2/TOX/FIGNL2/NIN/ZFYVE27/CUX2/NEDD4L/OBSL1/PRKD1/PAK3/PTPRS/CHODL/PTK7/RET/CSMD3/NEFL/DBN1/FZD4/KIF1A/SERPINI1/FGF13/PACSIN1/ROBO3",36,"BP"
"58","GO:0048839","inner ear development","21/828","210/18860",0.1,2.27777777777778,3.9900479012869,0.00038820636896508,0.0296445828115273,0.0274613262852561,"BMPER/ATP8A2/INSIG1/WDPCP/VANGL2/NTN1/GABRB2/KCNQ1/SOX2/GABRB3/SIX4/PTK7/LRIG1/FGF20/LHFPL5/FREM2/SIX1/ANKRD24/HPN/COL2A1/KCNK2",21,"BP"
"59","GO:0072001","renal system development","29/828","334/18860",0.0868263473053892,1.97771124417831,3.86318550305705,0.000389077505305202,0.0296445828115273,0.0274613262852561,"KLHL3/BMPER/GLIS2/ACVR2B/NID1/EDN1/WDPCP/VANGL2/LAMB2/BCL2L11/KCNJ8/ACAT1/ZBTB16/TMEM59L/SIX4/TFAP2B/COL4A4/PTK7/RET/ERBB4/FREM2/SMAD5/WNT6/IRX3/GPC3/SIX1/PDGFD/NPHS1/IRX2",29,"BP"
"60","GO:0098719","sodium ion import across plasma membrane","7/828","32/18860",0.21875,4.98263888888889,4.83166008949868,0.000393860659860784,0.0296445828115273,0.0274613262852561,"SLC9A4/SLC9A7/SLC9A3/NEDD4L/SLC5A2/SCNN1G/SCNN1B",7,"BP"
"61","GO:0010038","response to metal ion","30/828","351/18860",0.0854700854700855,1.94681861348528,3.83690827368484,0.000405669994007335,0.0296445828115273,0.0274613262852561,"CPNE4/RYR2/EDN1/ALAD/MT3/PGAM2/TRPV6/MT2A/MT1E/KCNJ10/GABRB3/NFATC2/KIT/ADCY1/MT1H/ABCC8/MT1B/MT1X/PRKAA2/SLC41A1/MT1M/PDCD6/MT1G/MT1F/BNIP3/TF/KCNMB2/FGA/FGB/FGG",30,"BP"
"62","GO:0009101","glycoprotein biosynthetic process","27/828","303/18860",0.0891089108910891,2.02970297029703,3.87196965632872,0.000407173396821603,0.0296445828115273,0.0274613262852561,"ABCA2/CSGALNACT1/TMTC4/FUT9/NECAB3/PMM1/VANGL2/GCNT2/GXYLT2/MAN2A2/HS6ST3/NDST3/CHST11/RAMP1/B3GALNT1/ST3GAL6/ITM2A/GALNT14/ST8SIA5/HS3ST4/VEGFB/ST3GAL1/IL33/CHST3/CWH43/XYLT2/B3GAT1",27,"BP"
